s1,s2,s3,s4,s5,s6,label
-3880,20696,18272,30383,-22292,21548,tilt
-7800,17708,22308,-13517,-18093,4358,tilt
-1376,22460,20532,-32768,29342,-17826,tilt
7908,30920,10372,-32768,32767,-26691,tilt
6340,32767,5672,-32768,32767,-23951,tilt
4392,29604,7672,-32768,32767,-22206,tilt
2752,14248,2480,-32768,32767,-11170,tilt
-532,-2240,-10272,-32768,28157,3725,tilt
-9692,-11980,-16976,3122,-1140,9648,tilt
-8216,-5760,-9564,32767,-30148,6131,tilt
4380,14680,6528,32767,-32768,7551,tilt
13492,29060,16556,32767,-32768,18733,tilt
6040,32767,17900,32767,-26677,24854,tilt
1460,27716,14628,32767,-14736,22518,tilt
-2520,21700,17108,32767,-19357,16717,tilt
-1236,20884,19632,3961,-2115,4042,tilt
-1,-1,-1,-1,-1,-1,tilt
0,0,0,0,0,0,tilt
4776,32104,9184,-32768,24857,-30601,tilt
7244,30448,10412,-32768,32767,-27229,tilt
4876,21260,8668,-32768,32767,-19432,tilt
2556,12580,3636,-32768,32767,-12162,tilt
-3008,1360,-7104,-32768,32767,-5223,tilt
-8600,-15836,-19692,-6445,4698,358,tilt
-12524,-15028,-17952,32767,-30450,-3132,tilt
-536,11800,1124,32767,-32768,-3882,tilt
11048,31548,13452,32767,-32768,-4790,tilt
10720,32767,21848,32767,-30548,8210,tilt
-596,32708,23024,32767,-4623,13972,tilt
-1732,23620,19956,32767,2832,14439,tilt
-3528,17692,17584,26867,-4058,14465,tilt
-6600,17940,17000,-22509,1668,2130,tilt
-6788,21368,11160,-32768,26481,-18456,tilt
1600,27172,7296,-32768,26126,-24531,tilt
2260,28436,7632,-32768,25812,-23256,tilt
1360,28180,10116,-32768,28493,-22722,tilt
232,18664,7324,-32768,32767,-19698,tilt
-652,8512,1464,-32768,28568,-12963,tilt
-4728,-6920,-13892,-32768,3644,811,tilt
-8144,-20076,-19916,32767,-32768,3851,tilt
-2784,5952,1364,32767,-32768,-1504,tilt
5180,25916,15404,32767,-29471,5833,tilt
3672,30780,19680,32767,-17448,11158,tilt
488,27480,20568,32767,-4484,19044,tilt
-3452,21788,18744,32767,-5272,20805,tilt
-6504,17824,20380,26815,-10703,14608,tilt
-5668,17840,21036,-23859,-870,2106,tilt
-4752,23832,18260,-32768,21083,-13763,tilt
72,30608,14576,-32768,28980,-22474,tilt
2812,29188,11172,-32768,27279,-21577,tilt
2244,24720,9444,-32768,29484,-18925,tilt
-128,15200,5604,-32768,27576,-14046,tilt
-3680,3056,-1812,-32768,21749,-11220,tilt
-5704,-10912,-11204,-32768,5700,-5507,tilt
-7896,-20584,-14260,25580,-6847,-720,tilt
-7472,-6740,-3944,32767,-15695,-1268,tilt
-1496,13672,9532,32767,-22991,-3831,tilt
3644,22984,16976,32767,-21504,4728,tilt
2420,26000,19636,32767,-11377,18500,tilt
-2740,24712,19760,32767,-5359,26849,tilt
-5596,21640,19376,32767,-5790,24502,tilt
-7024,18276,21368,22518,-5886,14993,tilt
-5132,19680,21716,-26861,2435,2084,tilt
-2444,24728,20392,-32768,14497,-10620,tilt
-168,28860,18160,-32768,23077,-18294,tilt
1680,27088,14204,-32768,32767,-22102,tilt
3812,23152,7600,-32768,32767,-19289,tilt
-2312,9056,-1652,-32768,26069,-13327,tilt
-5400,-4268,-11564,-32768,10941,-8134,tilt
-6764,-12276,-14072,18079,-10408,-2579,tilt
-6584,-2040,-4948,32767,-16737,-4115,tilt
-1452,11100,8744,32767,-24825,-2235,tilt
1684,20644,15820,32767,-23445,3184,tilt
3800,23936,20420,32767,-13373,14347,tilt
-692,22240,22468,32767,-6239,23963,tilt
-6364,21008,26424,32767,-9431,22754,tilt
-7660,19228,30112,-5283,1439,9283,tilt
-1,-1,-1,-1,-1,-1,tilt
68,30992,19888,0,0,0,tilt
2620,31900,12276,-32768,32767,-18739,tilt
2084,25960,5840,-32768,32394,-17015,tilt
-1732,13404,376,-32768,24330,-13120,tilt
-4408,-1056,-5640,-32768,15911,-7112,tilt
-8448,-12104,-10904,-18496,6678,-2872,tilt
-10008,-13216,-9248,32767,2071,-4359,tilt
-6524,-3548,-408,32767,-12185,-3556,tilt
-1132,10204,10712,32767,-26571,1251,tilt
4888,19568,17916,32767,-27302,14779,tilt
1436,23600,20228,32767,-18233,26563,tilt
-5100,24384,23672,32767,-16076,25910,tilt
-9420,21332,29468,32767,-11514,11970,tilt
-1,-1,-1,-1,-1,-1,tilt
1036,25916,7096,-32768,30055,-19266,tilt
508,15272,2360,-32768,27656,-16521,tilt
-3260,5644,-2040,-32768,22375,-13365,tilt
-5132,-5800,-8720,-32698,15987,-12402,tilt
-7880,-12060,-11920,22255,-6170,-10515,tilt
-6664,-5444,-2448,32767,-26054,-9924,tilt
-1676,5700,9296,32767,-32768,-7095,tilt
2280,17092,20464,32767,-32768,-4536,tilt
4344,19444,27092,32767,-21247,1699,tilt
1540,19276,28528,32767,-6534,10414,tilt
-3524,18840,30008,32767,2047,12545,tilt
-6600,15440,30580,-14438,14092,2472,tilt
-2956,19388,25640,-32768,24405,-5830,tilt
-528,24312,19336,-32768,28158,-9987,tilt
-1512,22672,10836,-32768,32767,-11895,tilt
104,14072,2124,-32768,29471,-9639,tilt
-6464,3064,-5572,-32768,6893,-3711,tilt
-7928,-14908,-17432,-30526,-13762,-2605,tilt
-6028,-13436,-18232,32767,-28906,-2873,tilt
-4620,8456,1840,32767,-32179,-9297,tilt
5652,24740,13788,32767,-32621,-11054,tilt
9732,29732,21896,32767,-27990,1132,tilt
5324,26684,29196,32767,-13046,12375,tilt
-1480,22972,32524,32767,-7032,15253,tilt
-5532,19224,32767,-1793,171,2904,tilt
-784,21388,27360,-32768,20585,-9599,tilt
2836,23964,17892,-32768,32767,-12882,tilt
4780,25704,13212,-32768,32767,-10015,tilt
2240,21516,9300,-32768,32767,-6932,tilt
444,13764,4696,-32768,32767,-5554,tilt
-3636,1728,-2988,-32768,32767,-4644,tilt
-6936,-8768,-12460,-26428,20520,-1897,tilt
-9500,-11348,-16556,28917,-9360,620,tilt
-3360,-1884,-7644,32767,-32768,3530,tilt
3220,12568,3512,32767,-32768,5999,tilt
9568,25904,14912,32767,-32768,7823,tilt
8720,31524,26496,32767,-32768,6911,tilt
3216,27304,32767,32767,-27255,424,tilt
-864,20964,32767,32767,-806,-8070,tilt
2580,18420,32767,-25572,25386,-11392,tilt
3108,23048,23316,-32768,32767,-10869,tilt
5152,29080,15744,-32768,32767,-11539,tilt
4828,28136,7408,-32768,32767,-12777,tilt
3260,20332,-180,-32768,32767,-14383,tilt
-2560,6604,-8060,-32768,32767,-14720,tilt
-7712,-8160,-16016,-28968,20076,-11488,tilt
-9244,-12528,-14968,31768,-17358,-4123,tilt
-6328,-1504,-952,32767,-32768,190,tilt
-2084,13788,13980,32767,-32768,-2415,tilt
-820,18544,25596,32767,-32768,-8872,tilt
-1696,16232,32767,32767,-24507,-13134,tilt
-3364,11488,32767,22587,-8998,-14037,tilt
-4924,11080,32767,-30249,8964,-15407,tilt
-3648,12468,30268,-32768,31212,-16951,tilt
-1884,13640,19540,-32768,32767,-13469,tilt
-1948,7556,7620,-32768,32767,-9879,tilt
-3016,-2872,-7032,-32768,32767,-1666,tilt
-8144,-14924,-16836,-18237,16592,7889,tilt
-11032,-11628,-11924,32767,-1199,14022,tilt
-9172,-332,-3684,32767,-7914,12644,tilt
-5192,3940,1848,32767,-18026,12585,tilt
-348,6488,8600,32767,-32768,24006,tilt
1820,11920,15056,32767,-32768,32767,tilt
-3656,21652,23736,32767,-32768,30144,tilt
-3964,22128,32332,32767,-32768,10739,tilt
-2956,17944,32767,23680,-6982,-4606,tilt
-1388,14304,32767,-14514,15405,-9840,tilt
868,14260,28528,-32768,32306,-6773,tilt
-1256,19432,24312,-32768,32767,-5131,tilt
448,19852,18536,-32768,32767,-8773,tilt
3084,14636,7544,-32768,32767,-10460,tilt
72,7976,-5720,-32768,32767,-7612,tilt
-8344,-756,-18544,-32768,21959,666,tilt
-10056,-6504,-23356,-4576,-18087,3227,tilt
-7892,-4252,-15600,32767,-32768,-535,tilt
432,5528,-3032,32767,-32768,479,tilt
9476,15660,9952,32767,-32768,7254,tilt
12576,27492,24744,32767,-32768,11413,tilt
7540,32272,32767,32767,-32768,7521,tilt
3524,27092,32767,32767,-22468,-2967,tilt
-1808,17592,32767,30584,-11859,-11553,tilt
-812,13776,32767,-18425,9982,-16057,tilt
2852,19844,32767,-32768,32767,-14463,tilt
4588,27872,24676,-32768,32767,-12641,tilt
7224,32484,12752,-32768,32767,-12281,tilt
5192,28592,288,-32768,32767,-11628,tilt
-3228,11520,-14408,-32768,32767,-12752,tilt
-6920,-9952,-30192,-32768,12240,-8401,tilt
-9944,-14680,-25832,32767,-19408,-3991,tilt
-4592,2636,-6364,32767,-32768,1465,tilt
-1008,16560,11888,32767,-32768,-181,tilt
3320,21844,28160,32767,-32768,2700,tilt
0,20332,32767,32767,-23802,4775,tilt
-5816,18072,32767,32767,-6325,-785,tilt
-5004,12056,32767,-4623,15181,-9951,tilt
-3612,12928,29952,-32768,28887,-11331,tilt
-3516,15508,20156,-32768,32767,-9022,tilt
-2504,18024,11556,-32768,32767,-7209,tilt
-2536,14736,1252,-32768,32767,-8370,tilt
-4512,6756,-10868,-32768,32767,-9806,tilt
-9024,-4744,-18960,-12440,17178,-8883,tilt
-7288,-7628,-16928,32767,-14589,-5713,tilt
-1932,-2344,-8192,32767,-32768,2259,tilt
1056,9268,7156,32767,-32768,9963,tilt
-1252,16420,27332,32767,-32768,8768,tilt
-3500,17716,32767,32767,-32768,-3632,tilt
-1,-1,-1,-1,-1,-1,tilt
-8512,12880,25192,0,0,0,tilt
-2092,15540,30324,-32768,23218,-3204,tilt
-3244,16336,18936,-32768,24512,-2271,tilt
-1632,11228,3504,-32768,32767,-1037,tilt
-6308,1444,-11216,-32768,28179,390,tilt
-9788,-7724,-22948,-21714,6180,1876,tilt
-10204,-9028,-19064,32767,-13953,-2312,tilt
-4100,-1368,-6456,32767,-29404,-6934,tilt
-208,3524,9172,32767,-32768,-4427,tilt
3004,10200,29316,32767,-32768,1675,tilt
392,9456,32767,32767,-25611,739,tilt
992,7000,32767,7631,9684,-4108,tilt
2560,6268,32767,-32768,24145,-2100,tilt
-528,6168,29216,-32768,22547,4344,tilt
-920,4008,16348,-32768,23619,8916,tilt
-5808,2964,872,-32768,24798,13803,tilt
-7812,-2508,-18092,-32768,20558,14839,tilt
-8064,-9288,-21992,9885,8402,7833,tilt
-7096,-3852,-14088,32767,-22544,960,tilt
-344,2436,-1580,32767,-32768,-234,tilt
4052,9676,16056,32767,-32768,1409,tilt
4136,10232,32767,32767,-32768,-4661,tilt
6068,5188,32767,27304,-18707,-12259,tilt
8396,5120,32767,-14880,19293,-10212,tilt
8280,7200,32767,-32768,32767,2971,tilt
4276,7416,23200,-32768,31911,13111,tilt
-1164,4704,5336,-32768,25703,16863,tilt
-4748,-416,-11280,-32768,32767,13545,tilt
-8052,-4156,-23672,1669,32767,6167,tilt
-8808,-3148,-24056,32767,17468,-819,tilt
-2112,4032,-15420,32767,-29675,741,tilt
4236,12484,-236,32767,-32768,4578,tilt
7472,22924,24336,32767,-32768,4456,tilt
2976,25316,32767,32767,-32768,-6875,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
7324,16164,32767,0,0,0,tilt
976,14252,17640,-32768,20786,6596,tilt
-1468,8868,1056,-32768,24677,9095,tilt
-4736,3624,-10504,-32768,32767,6489,tilt
-7788,-4828,-19956,-10647,32767,1521,tilt
-6064,-5592,-22240,27918,19013,1654,tilt
-3104,-1360,-18004,32767,-15642,8571,tilt
3004,2504,-6612,32767,-32768,15819,tilt
7484,11612,13132,32767,-32768,18094,tilt
4184,22148,32767,32767,-32768,9474,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
2688,18848,27424,-32768,23728,5447,tilt
1044,13232,10604,-32768,28192,8286,tilt
-756,4572,-6476,-32768,32767,7827,tilt
-5328,-4924,-22660,-16931,32767,5515,tilt
-8148,-7316,-27244,23662,32767,4859,tilt
-1460,-4892,-23784,32767,-15239,12113,tilt
6372,3608,-12880,32767,-32768,24590,tilt
9108,17604,1932,32767,-32768,31350,tilt
6880,32344,25664,32767,-32768,21634,tilt
-1,-1,-1,-1,-1,-1,tilt
6232,30788,32767,0,0,0,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1076,21392,11560,-32768,26501,-7280,tilt
-952,12580,-656,-32768,32767,-9047,tilt
-1088,2204,-12728,-32768,32767,-8780,tilt
-3124,-6184,-28012,-7656,32767,-5834,tilt
-3232,-9844,-32768,32767,487,5121,tilt
6672,1136,-20608,32767,-32768,20843,tilt
13628,20164,-440,32767,-32768,32524,tilt
9156,32767,21272,32767,-32768,32767,tilt
-1,-1,-1,-1,-1,-1,tilt
-8808,14496,26912,0,0,0,tilt
5700,32767,32767,-32768,32767,-21137,tilt
-1,-1,-1,-1,-1,-1,tilt
1176,32767,18716,0,0,0,tilt
3576,32767,3668,-32768,23279,-15094,tilt
3668,21696,-13732,-32768,32767,-14606,tilt
-424,-140,-32768,-32768,32767,-15019,tilt
-4332,-13632,-32768,14981,15515,-7663,tilt
4200,-8288,-30908,32767,-31359,6778,tilt
6804,6656,-9952,32767,-32768,15004,tilt
14716,24488,9656,32767,-32768,23712,tilt
8220,32767,30332,32767,-32768,27369,tilt
-1,-1,-1,-1,-1,-1,tilt
-1916,32468,32767,32767,8803,-10861,tilt
4068,29548,32767,-32768,32767,-17677,tilt
-1,-1,-1,-1,-1,-1,tilt
-3032,32767,18904,0,0,0,tilt
4112,32767,11124,-32768,22705,-9943,tilt
4232,22576,-8444,-32768,32767,-4803,tilt
-928,1276,-32768,-32768,32767,-3170,tilt
-8012,-14056,-32768,18732,16678,-455,tilt
2780,-4860,-31368,32767,-32768,5286,tilt
9604,13984,-5888,32767,-32768,9127,tilt
16432,31564,13440,32767,-32768,22904,tilt
5464,32767,30772,32767,-32768,29300,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-100,32767,19892,0,0,0,tilt
4900,32767,12072,-32768,28509,-13901,tilt
6264,29204,-2780,-32768,32767,-10267,tilt
2076,8368,-32768,-32768,32767,-7140,tilt
-7172,-16408,-32768,4924,12855,-2512,tilt
-1708,-6960,-32768,32767,-32768,-2116,tilt
8364,19944,-2692,32767,-32768,-6409,tilt
16772,32767,12976,32767,-32768,3885,tilt
5904,32767,26036,32767,-23779,17449,tilt
-1,-1,-1,-1,-1,-1,tilt
2088,31364,32767,0,0,0,tilt
-1,-1,-1,-1,-1,-1,tilt
-488,32767,21456,-6080,-772,-2427,tilt
-5324,32767,18888,-32768,-15748,-8167,tilt
400,31268,8392,-32768,3150,-2743,tilt
3176,20784,-1984,-32768,32767,-8,tilt
-1680,3756,-23208,-32768,32767,-130,tilt
-6568,-12664,-32768,12182,31627,-3804,tilt
-1836,-8704,-23484,32767,-17704,-2996,tilt
2764,3680,-580,32767,-32768,489,tilt
11048,15720,12216,32767,-32768,11133,tilt
3204,31916,26312,32767,-28319,20429,tilt
-1,-1,-1,-1,-1,-1,tilt
444,26944,32767,0,0,0,tilt
7212,28804,32767,-32768,32767,-16818,tilt
-1,-1,-1,-1,-1,-1,tilt
-7952,32767,12164,-32768,-6327,-12643,tilt
1672,19768,-1688,-32768,7865,-11251,tilt
652,5732,-14524,-32768,32767,-7920,tilt
-6332,-10928,-26776,-15996,32502,-4898,tilt
-5236,-11000,-25100,32767,7562,-1669,tilt
-1624,-2088,-13544,32767,-26574,4901,tilt
8356,7052,592,32767,-32768,9492,tilt
12252,23504,15848,32767,-32768,18749,tilt
4480,32767,26432,32767,-31304,21801,tilt
-1,-1,-1,-1,-1,-1,tilt
-684,29080,28548,0,0,0,tilt
-2024,18724,32767,32767,-392,-9129,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
2760,32767,17308,0,0,0,tilt
1816,32767,-6216,-32768,26492,-10349,tilt
508,15012,-29052,-32768,32767,-13839,tilt
-2708,-10084,-32768,-563,18203,-12707,tilt
4512,-6776,-24636,32767,-32768,-1802,tilt
8344,17516,5276,32767,-32768,7061,tilt
6204,32436,26440,32767,-32768,11815,tilt
-1664,32767,32767,32767,-23322,5462,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-2132,30608,24572,0,0,0,tilt
-4936,31868,12948,-32768,4067,-3526,tilt
764,21280,-916,-32768,16889,174,tilt
-2744,9932,-16444,-32768,32767,216,tilt
-7944,-3876,-28184,-8971,22875,-3950,tilt
-5600,-5188,-29044,32767,-4028,-6373,tilt
3440,8064,-12860,32767,-32768,-769,tilt
14288,31672,8672,32767,-32768,9293,tilt
8136,32767,25428,32767,-25375,22244,tilt
-1,-1,-1,-1,-1,-1,tilt
0,0,0,0,0,0,tilt
-4232,23300,32767,32767,709,-3200,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-688,32767,12060,0,0,0,tilt
-1868,32767,-144,-32768,7757,-19100,tilt
-1,-1,-1,-1,-1,-1,tilt
-1268,-4696,-32768,-32768,22237,-10892,tilt
1924,-10896,-32768,32767,-24525,-1588,tilt
6924,20684,-1604,32767,-32768,6868,tilt
8108,32767,23856,32767,-31456,10285,tilt
-1,-1,-1,-1,-1,-1,tilt
436,28364,32767,0,0,0,tilt
-1,-1,-1,-1,-1,-1,tilt
-7508,22756,32767,0,0,0,tilt
-1,-1,-1,-1,-1,-1,tilt
-2228,31060,17372,-32768,11896,-10805,tilt
-356,31908,11584,-32768,12795,-10170,tilt
1852,25532,5896,-32768,20965,-4528,tilt
-1360,14084,-4212,-32768,25601,-1533,tilt
-3416,-368,-17288,-32768,27987,-67,tilt
-6024,-11968,-31104,9675,23706,-811,tilt
-5184,-8984,-27500,32767,-10226,1106,tilt
5420,12980,-6112,32767,-32768,8198,tilt
11692,30708,9944,32767,-32768,20487,tilt
5836,32767,25980,32767,-32768,25049,tilt
464,32767,32767,32767,-17052,14931,tilt
-4484,28524,32767,32767,1033,530,tilt
-1,-1,-1,-1,-1,-1,tilt
4776,31768,30972,-18880,9977,-4425,tilt
-1,-1,-1,-1,-1,-1,tilt
-1776,32767,5924,-32768,15911,-26177,tilt
4036,30392,-11428,-32768,26510,-23643,tilt
-316,2764,-32768,-32768,27308,-15971,tilt
-1724,-14876,-32768,32767,-23045,-4760,tilt
4704,10740,-6564,32767,-32768,9058,tilt
6680,31196,18680,32767,-24509,20592,tilt
508,31944,23624,32767,-10011,26762,tilt
400,30668,21524,32767,1603,29199,tilt
-1364,27672,14336,32767,11366,28049,tilt
-2196,25272,9584,32767,9859,20985,tilt
-844,23316,8480,29289,11550,9708,tilt
-3152,22512,12028,2504,9416,-4018,tilt
-2628,27896,17160,-32768,13214,-21978,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
8772,32767,1252,0,0,0,tilt
12148,32767,-20728,-32768,25951,-32768,tilt
10664,-4620,-32768,-32768,12372,-32768,tilt
5828,-27988,-32768,32577,-16678,-1487,tilt
-76,-3116,-13028,32767,-24449,15553,tilt
-308,14072,11720,32767,-32749,15810,tilt
3848,23376,25452,32767,-32768,18493,tilt
580,28480,28172,32767,-8725,26796,tilt
-4988,28460,20604,32767,9612,24790,tilt
-6240,23388,14728,32767,9844,18041,tilt
-6520,18108,14132,32767,-4226,13248,tilt
-7496,14252,20144,31593,-8675,8436,tilt
-5736,15560,25420,-18971,4628,-3179,tilt
-1,-1,-1,-1,-1,-1,tilt
-9436,14812,20552,0,0,0,tilt
-5144,32767,10756,-32768,1247,-25363,tilt
-2948,32767,6196,-32768,-388,-27455,tilt
548,17120,-3516,-32768,8012,-21278,tilt
-1096,-6328,-24800,-32768,2493,-8981,tilt
-244,-23308,-32768,32767,-14144,7525,tilt
-1080,4424,-7980,32767,-27871,3715,tilt
10104,32767,17640,32767,-32244,6246,tilt
4596,32767,27256,32767,-22463,7673,tilt
360,32767,28004,32767,-105,4364,tilt
-2052,25336,24696,32767,11983,3402,tilt
-5956,16000,26024,32767,5651,2687,tilt
-4464,15560,29880,-839,10114,-4117,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-860,32767,7884,0,0,0,tilt
-184,32767,6632,-32768,18040,-31444,tilt
1652,28228,1276,-32768,21220,-29553,tilt
-1,-1,-1,-1,-1,-1,tilt
-132,-6932,-28424,-32768,11721,-11019,tilt
-336,-24092,-32768,31699,-32768,915,tilt
312,1852,-9920,32767,-32768,314,tilt
15644,32767,11856,32767,-32768,-1971,tilt
12268,32767,21024,32767,-32768,1027,tilt
6684,32767,23488,32767,-19461,-2035,tilt
-224,32767,25660,32767,-4612,-3797,tilt
9436,32767,32767,32767,11608,-4261,tilt
-1,-1,-1,-1,-1,-1,tilt
4920,12492,17256,0,0,0,tilt
-1,-1,-1,-1,-1,-1,tilt
3020,32767,-14908,-32768,28389,-32768,tilt
644,32767,-6796,-32768,12899,-32768,tilt
200,32767,6108,-32768,8878,-32768,tilt
6280,32767,6996,-32768,9671,-32768,tilt
6812,17132,-5764,-32768,19289,-32768,tilt
3608,-3212,-19936,-32768,19681,-27509,tilt
2056,-16680,-31544,-23551,-2316,-3840,tilt
-416,-17136,-25056,32767,-32768,17549,tilt
9748,17460,2312,32767,-32768,17414,tilt
16220,32767,20964,32767,-32768,23563,tilt
-1,-1,-1,-1,-1,-1,tilt
584,32767,21816,0,0,0,tilt
-4984,24780,20120,32767,1128,21312,tilt
-10960,14284,24472,32767,1803,14785,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
164,32767,-1840,0,0,0,tilt
-1720,32767,2304,-32768,14410,-32768,tilt
-480,32767,10528,-32768,7646,-32768,tilt
4836,32767,9092,-32768,7102,-32768,tilt
5208,16448,1552,-32768,20893,-32768,tilt
1880,828,-16272,-32768,15653,-16797,tilt
-4220,-17740,-26852,-26394,-11464,-1756,tilt
-1464,-18596,-21832,32767,-32768,667,tilt
3276,8504,860,32767,-32768,2315,tilt
7244,32767,17816,32767,-28386,3980,tilt
3884,32767,22232,32767,-19934,4098,tilt
2136,32767,22628,32767,-10574,7845,tilt
-2996,24340,20416,32767,-8221,11183,tilt
-4948,16372,21432,32767,-3879,10751,tilt
-1452,15140,27812,19433,14380,6374,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
4,32767,3608,0,0,0,tilt
-180,32767,9012,-32768,12503,-31748,tilt
3252,30728,12380,-32768,18563,-30419,tilt
2636,18004,6024,-32768,30349,-24527,tilt
1472,2448,-9092,-32768,32767,-16677,tilt
-2184,-10360,-19568,-32768,10786,-8223,tilt
-3792,-18144,-16748,5253,-21533,-1288,tilt
-2388,-10804,-4836,32767,-32768,3545,tilt
2148,10984,13552,32767,-31750,131,tilt
6416,23608,23436,32767,-22559,1926,tilt
2628,25012,25360,32767,-15238,7417,tilt
-1860,20720,24804,32767,-13251,3844,tilt
-3624,17204,25148,32767,-11115,-2597,tilt
-2156,12704,25672,32767,-5250,-3770,tilt
-3204,10260,25396,13052,1603,-574,tilt
-2032,11780,25436,-13929,15126,147,tilt
1516,17520,22756,-32768,30760,-816,tilt
992,27204,18956,-32768,32767,-4749,tilt
-1392,32128,13264,-32768,29634,-11836,tilt
-384,28512,11120,-32768,20824,-17497,tilt
-24,19608,5252,-32768,26223,-19421,tilt
-1944,4456,-7316,-32768,32479,-17814,tilt
-5108,-12224,-20196,-29890,17021,-13669,tilt
-6172,-18524,-21576,32767,-10706,-3807,tilt
-2124,-3916,-3540,32767,-29178,2849,tilt
3020,10344,14896,32767,-32768,5337,tilt
4912,19972,24588,32767,-32768,11216,tilt
1116,24648,30180,32767,-21402,13266,tilt
-3460,22100,28408,32767,-3633,5382,tilt
-4564,14536,29804,32767,3312,-2127,tilt
-3556,10232,30440,-2004,15852,-7323,tilt
-2012,16552,28128,-32768,21429,-8922,tilt
-484,26368,23692,-32768,23335,-10517,tilt
-828,31772,16448,-32768,24415,-12943,tilt
536,26828,6048,-32768,24653,-13730,tilt
392,12964,-10576,-32768,32607,-12687,tilt
-7268,-7796,-24864,-32768,14514,-11125,tilt
-7472,-17496,-26380,23335,-14732,-8677,tilt
-2816,-5848,-9196,32767,-32768,-6454,tilt
1272,10868,9812,32767,-32768,-8981,tilt
6120,21480,25320,32767,-32768,-10393,tilt
8836,24324,32767,32767,-27216,-7382,tilt
3152,19656,32767,32767,-5257,-3357,tilt
608,14008,28464,32767,3943,-1210,tilt
-1896,9548,27500,17239,3957,119,tilt
-1732,10960,29324,-18193,10012,970,tilt
424,17700,28728,-32768,24829,1853,tilt
1344,24956,25208,-32768,31403,1655,tilt
4104,27796,17780,-32768,32767,146,tilt
1324,23984,5916,-32768,32767,-3458,tilt
-3412,8484,-11052,-32768,27629,-6110,tilt
-8708,-14144,-26580,-32768,1687,-3872,tilt
-7888,-21340,-20004,31394,-19372,-2617,tilt
-8804,-2880,2304,32767,-17866,-7165,tilt
-3080,5528,14824,32767,-10408,-13315,tilt
3000,8976,19220,32767,-10068,-7513,tilt
5136,14536,18568,32767,-12733,10388,tilt
-788,21368,15648,32767,-17396,18450,tilt
-4032,24804,19984,32767,-12782,11274,tilt
-3912,19872,25148,32767,-4730,3502,tilt
-3684,14204,29388,32767,-1425,941,tilt
-1908,13460,30732,-4526,11736,125,tilt
-92,19100,26440,-32768,25852,-2819,tilt
-648,28960,23024,-32768,29773,-9605,tilt
988,32767,15588,-32768,32767,-16706,tilt
1640,32396,5380,-32768,26344,-18549,tilt
-1136,14188,-11720,-32768,16882,-12974,tilt
-6040,-10100,-32308,-32768,-19563,-2824,tilt
-2736,-15616,-28080,32767,-32768,-3086,tilt
-1168,14960,8760,32767,-32768,-13387,tilt
9808,25736,23708,32767,-27451,-16534,tilt
8576,26544,27252,32767,-14549,-11452,tilt
6196,21340,26732,32767,-1057,-1274,tilt
1396,16264,22084,32767,1576,8125,tilt
-3368,12636,23452,31576,-3369,9930,tilt
-6108,13388,29260,-12983,55,2246,tilt
-2492,20692,25796,-32768,27205,-7702,tilt
768,26776,21288,-32768,30729,-10202,tilt
2076,29332,15920,-32768,27580,-10322,tilt
3008,23864,7944,-32768,26985,-7557,tilt
420,10276,-3744,-32768,21177,-2368,tilt
-6084,-10100,-17780,-32768,3882,-1452,tilt
-5664,-21860,-16524,22684,-19735,-4771,tilt
-3908,-3268,2144,32767,-18111,-9531,tilt
2112,16328,12112,32767,-17811,-13852,tilt
5944,25876,19084,32767,-28185,-10220,tilt
3620,28116,26128,32767,-22447,-4311,tilt
-3876,23440,31260,32767,-6039,-8014,tilt
-5168,15320,32767,32767,4975,-13512,tilt
-2672,11552,32767,-157,20780,-15069,tilt
1252,20084,30592,-32768,29657,-12266,tilt
620,31144,21112,-32768,32767,-12822,tilt
1316,32767,10740,-32768,32767,-19551,tilt
2176,29220,-3760,-32768,32767,-23174,tilt
-2908,9656,-24000,-32768,23463,-23368,tilt
-3744,-14896,-32768,-6830,-32043,-15589,tilt
1748,-6912,-17132,32767,-32768,-1866,tilt
5132,17112,14996,32767,-32768,69,tilt
