s1,s2,s3,s4,s5,s6,label
6172,2968,15652,1491,11835,-20977,shake
7876,1844,17036,4839,8380,-13184,shake
10552,1808,18604,6018,5239,-3731,shake
11288,1696,18196,6014,4278,8820,shake
9552,1996,18084,7026,3597,21103,shake
6256,3200,19532,7369,3445,30591,shake
-1780,4908,22272,3501,2589,32767,shake
-7948,6652,22528,-4760,892,30558,shake
-12172,6024,20316,-10847,-2202,20556,shake
-15988,4580,17880,-14581,-4077,8999,shake
-15984,3324,15488,-15120,-6589,-4141,shake
-13596,3640,14116,-13804,-6371,-14980,shake
-10392,4384,14204,-12090,-4457,-22322,shake
-6392,3488,15500,-10762,-2188,-27512,shake
-72,2428,16924,-10390,1031,-28619,shake
6376,-108,18152,-10387,1978,-22515,shake
9884,-2588,17860,-10703,2318,-10961,shake
10524,-2400,16704,-9135,336,749,shake
10572,-828,15752,-6148,-2958,10027,shake
9816,304,13292,-1111,-5114,16741,shake
8316,1172,11864,8340,-6058,22137,shake
6276,2424,12808,18406,-3888,27722,shake
-768,1240,16148,25573,-919,32767,shake
-12780,948,24492,22995,-2607,30348,shake
-20556,1936,29480,6617,-2008,15579,shake
-20256,1012,24620,0,0,0,shake
-16364,2288,17888,-17194,-6690,-19003,shake
-10124,3216,13520,-18690,-3116,-29049,shake
-2952,4348,10176,-15485,2892,-32768,shake
3000,2332,9560,-6482,8876,-30099,shake
9116,-872,10668,5495,11004,-21974,shake
12872,-2576,16820,12334,8389,-9027,shake
14852,-1680,20496,11092,5020,4393,shake
12212,-576,20652,9014,2390,15927,shake
10360,1184,19584,8697,3729,24951,shake
4192,1348,20092,9106,3175,32767,shake
-3772,2212,20752,7065,1906,32218,shake
-7804,3884,20744,3557,-3875,23457,shake
-8032,4476,20624,399,-6573,14557,shake
-9984,1584,19540,-2932,-5362,9241,shake
-12040,212,17528,-5725,-634,3860,shake
-12264,1152,15712,-6389,1656,-3996,shake
-11528,2156,13684,-5516,3133,-12472,shake
-7356,3812,12236,-2798,5287,-19851,shake
-4532,2828,13492,1712,6412,-22900,shake
-2452,2556,16136,3941,7272,-23779,shake
3584,1624,18444,3940,5447,-23394,shake
9768,980,20096,2143,4412,-13974,shake
11288,724,19108,1010,1059,-2178,shake
11408,1372,18296,2474,-5432,6808,shake
11712,2624,16904,4472,-5894,16421,shake
8344,4136,15676,9263,-5816,25300,shake
2788,4608,18264,13811,-2419,31714,shake
-4356,4800,21440,12602,1448,32767,shake
-11468,5340,22632,6026,-946,27343,shake
-14912,4836,21624,-1380,-4076,15020,shake
-15104,3420,18636,-7782,-1519,3258,shake
-14784,2776,15112,-10137,592,-7231,shake
-13972,2868,13200,-9002,3083,-17981,shake
-10832,3960,12368,-6245,5401,-27960,shake
-3532,6092,12176,-2324,6560,-32768,shake
4376,6224,13612,3093,7117,-32530,shake
11120,3668,16796,7572,4487,-23857,shake
14676,1684,20176,7976,1577,-8407,shake
14028,1408,22332,6821,-3603,4793,shake
10204,3388,22120,4232,-8112,14453,shake
5352,4196,20476,2936,-11183,20210,shake
1504,4116,19692,3728,-10008,22084,shake
-2072,3540,19468,3436,-6417,21199,shake
-5488,2992,18664,2937,-6746,17449,shake
-7972,3608,18136,1941,-7657,11427,shake
-9624,3628,17856,-1285,-4322,4477,shake
-11548,2800,15572,-4415,-840,-2866,shake
-12092,2308,13880,-4951,2789,-11726,shake
-12312,2676,13656,-4146,4894,-20753,shake
-9304,3996,14584,-3344,7257,-29620,shake
-3304,5312,15312,-3060,9118,-32768,shake
5176,5352,16936,-2714,10820,-32447,shake
11780,4592,18448,-1960,9603,-22456,shake
14720,3892,19304,-560,5499,-9494,shake
14080,3892,19480,1099,-1050,2248,shake
11832,4388,18776,4149,-5096,11713,shake
8616,4536,18996,6884,-5406,19638,shake
4292,4528,19500,9255,-4771,25202,shake
-1216,4788,20320,9806,-7255,26725,shake
-6960,4852,20732,7202,-12725,22576,shake
-9324,5164,21212,3506,-11370,13939,shake
-11236,2744,19624,-3555,-4556,6400,shake
-12904,1604,16344,-8435,3190,-1668,shake
-12700,1832,12924,-9779,6336,-11643,shake
-11028,3064,11820,-6476,8234,-21384,shake
-8016,3508,14652,-3107,10803,-29217,shake
-1716,4420,17208,-3341,12991,-32292,shake
7680,6232,18584,-3801,11048,-28145,shake
14184,5360,20472,-3740,7418,-16666,shake
14304,3448,20756,-4446,4582,-1336,shake
10780,2736,19352,-3660,936,9887,shake
6624,3680,17880,-969,-2762,16656,shake
3824,4120,16816,3429,-6690,19083,shake
1692,4264,16448,8771,-10618,20079,shake
-1028,3924,18332,12255,-9743,20904,shake
-5524,2944,21156,11583,-7493,20353,shake
-10104,1800,22916,4739,-3656,15515,shake
-12532,1572,21228,-4127,-338,6903,shake
-12816,1008,18096,-9995,2049,-2295,shake
-12952,580,15128,-12083,5558,-10893,shake
-10972,1392,14084,-11248,10105,-19491,shake
-6272,1968,14524,-9556,12550,-25373,shake
276,3388,14952,-6673,11890,-26264,shake
6380,3700,17204,-4459,10032,-21072,shake
11156,3752,17988,-3226,6227,-11932,shake
11652,2220,18368,-1228,1788,-1025,shake
9148,2000,17708,1326,-2207,8268,shake
5980,2636,16840,4816,-5018,14122,shake
3416,3184,16012,8739,-6961,18258,shake
-644,3296,16904,13545,-11919,19929,shake
-3756,3716,19388,15573,-14368,17669,shake
-5544,2996,21364,12155,-10897,15012,shake
-6000,2220,20448,7216,-8134,11852,shake
-8160,448,20636,2084,-4613,8741,shake
-9040,512,18896,-4013,288,4171,shake
-10024,72,16924,-7723,4208,-1744,shake
-11964,-420,15308,-8936,7232,-9040,shake
-11384,164,15600,-9357,12415,-17744,shake
-7052,2660,14768,-8511,14696,-25104,shake
992,6192,14020,-4317,10788,-28082,shake
9392,7344,15812,691,4222,-24796,shake
14684,5416,18048,3857,-561,-13301,shake
15780,2908,19464,6613,-2648,700,shake
12748,2568,21488,7860,-4659,13868,shake
6724,3144,22216,6706,-6391,22587,shake
1276,4860,20556,5907,-10405,24856,shake
-2124,5216,18964,6115,-12645,22994,shake
-3880,5344,17324,7417,-15835,18826,shake
-7184,3384,18532,8673,-16178,14300,shake
-9920,804,21112,4240,-6262,9752,shake
-11604,708,19216,-3404,1883,2897,shake
-11512,744,16500,-8474,6862,-5888,shake
-10380,752,14788,-9755,12811,-13493,shake
-8404,1760,14148,-8929,16178,-19983,shake
-1656,4404,13772,-5688,16035,-24177,shake
5900,5892,14848,-773,12283,-22312,shake
11632,5444,17008,3268,6050,-15689,shake
14472,4512,18944,5074,-2491,-5421,shake
14564,4060,20960,6217,-6853,5145,shake
9636,3520,21232,5915,-9323,14433,shake
2208,2836,21168,5661,-10194,19001,shake
-4884,1872,22272,3879,-9862,17810,shake
-8648,2076,20424,-1569,-4648,12891,shake
-9584,2972,16516,-4799,-606,5619,shake
-7368,3268,13304,-4235,4169,154,shake
-6320,2604,12380,263,6895,-4443,shake
-4552,2404,13824,4263,10017,-6510,shake
-2576,2292,16268,5555,12953,-6285,shake
-896,2584,18124,4016,12739,-5530,shake
0,2456,20100,1598,8292,-5323,shake
1516,2696,20444,-2344,6373,-3271,shake
2060,3068,18760,-5596,5332,147,shake
708,2908,17148,-5752,2980,1938,shake
-860,1624,17232,-4343,1324,1791,shake
-904,1784,17460,-3800,1328,2327,shake
-1392,2424,17320,-3032,463,2685,shake
-2376,1364,18072,-1546,-258,2459,shake
-1576,1728,17792,-1109,-309,2879,shake
-2168,1660,17608,791,-1884,2343,shake
-516,96,19084,1954,-4587,3857,shake
-60,1080,20336,-464,-2957,6759,shake
-2184,1224,18984,-2739,-2252,7609,shake
-3344,1220,18508,-5280,-2339,6679,shake
-3724,1496,16600,-7690,691,4058,shake
-3864,588,15940,-7917,-34,-2822,shake
-268,-208,14948,-4645,-346,-1908,shake
1164,-1464,14460,-360,1835,4997,shake
-1636,880,15064,1780,2143,6948,shake
-2916,1272,14660,3337,-3705,4693,shake
-1804,1072,14072,7418,-5126,3524,shake
-2192,1112,13060,12264,-4087,4181,shake
-1732,3540,15836,14008,-3642,4589,shake
-1196,2816,17764,11276,-1545,3831,shake
-820,4164,16968,10292,-4029,1748,shake
-3172,5784,19836,9252,-4185,-1155,shake
-2472,4936,20752,5538,-3602,-5210,shake
492,5480,22272,-505,2444,-6375,shake
1288,5432,23888,-5856,2554,-5598,shake
-444,5920,25292,-9847,-1717,-2936,shake
9376,-3140,12968,-18085,-13445,-1408,shake
-1112,2416,9932,-12511,5601,-975,shake
-776,1508,11448,-3606,4307,873,shake
-2268,1948,13384,-42,1779,644,shake
-2204,1412,15356,976,1394,-215,shake
-3144,1132,16720,1307,1775,-1036,shake
-4364,860,17784,102,2006,-2734,shake
-5140,92,17704,-2069,896,-5151,shake
-5080,376,17216,-2478,-786,-8234,shake
-1264,-80,17192,-2576,-886,-9732,shake
860,-544,16892,-3266,243,-9089,shake
304,-484,16236,-2216,1264,-7824,shake
-540,-568,16564,-1035,1529,-7255,shake
-1024,-516,16824,-388,1086,-6515,shake
-2092,-592,16540,363,-927,-6114,shake
-1788,-68,15928,2139,-1426,-5685,shake
-1160,392,16556,3977,-912,-4712,shake
-908,564,16880,5125,-954,-3080,shake
-752,968,16888,5325,-1107,-1395,shake
8164,680,10828,9815,-5044,4860,shake
-972,2592,13680,12462,4108,8039,shake
20,1884,20768,3922,9557,9908,shake
2224,6236,25400,-2665,5804,15161,shake
-3604,5788,17316,-5706,4115,16398,shake
-4116,2972,19272,-7203,777,16738,shake
-2844,3400,17636,-6367,-2908,15735,shake
-2048,2940,16960,-4429,263,12888,shake
-3804,1392,16992,-3446,2764,8954,shake
-4520,568,17328,-2256,1389,4009,shake
-5000,148,17992,-1391,629,-1584,shake
-5216,56,17936,95,1935,-6735,shake
-6640,884,17636,500,3257,-12117,shake
-7212,2364,17972,-668,1453,-17477,shake
-6368,3488,17660,-2365,149,-21605,shake
-4708,2900,17508,-2663,-2007,-24128,shake
-2908,936,17372,-1336,-3884,-24704,shake
668,-48,16176,-361,-3245,-24091,shake
2700,424,16400,643,698,-21231,shake
4184,712,17188,1363,2584,-16039,shake
3368,-380,17792,1435,1144,-8707,shake
4176,-216,18440,-507,-764,27,shake
4048,-1124,17088,-2873,123,8135,shake
2136,-212,16564,-3151,1137,13637,shake
884,-492,17240,-3435,-463,17424,shake
-628,-408,16376,-3392,-1120,20906,shake
-1448,980,15068,-744,-3078,21427,shake
-1856,1908,15584,1736,-2513,20775,shake
-4148,796,19044,741,1682,18936,shake
-4876,-440,19768,-2495,5398,18107,shake
-7280,92,16920,-2458,3416,14118,shake
-8028,-48,16952,993,5046,6235,shake
-8876,-1520,20852,-583,3544,-1376,shake
-9400,-2172,19004,-2137,-954,-9411,shake
-7520,-1748,16264,-1054,-6375,-17652,shake
-5484,-596,15064,1365,-6224,-24631,shake
-4860,-56,15036,4018,-2679,-27771,shake
-3616,44,15884,5879,-433,-26227,shake
-1304,748,17708,5977,-4200,-21181,shake
2500,2104,16676,5895,-7683,-16423,shake
5772,2880,16216,5228,-7794,-11293,shake
7560,3864,15352,4229,-7555,-5651,shake
6920,2480,17688,1411,-7340,534,shake
6040,304,17980,-525,-6267,7701,shake
4544,64,17988,-445,-1933,14107,shake
4552,1688,18176,-601,1665,18764,shake
2388,1208,18292,-1315,3626,21451,shake
-808,2180,16588,-1444,3724,22784,shake
-972,2508,17540,-1607,3810,21089,shake
-2880,1172,18360,-2989,3392,18272,shake
-4324,-2076,18364,-3944,5423,15406,shake
-5564,-2884,17460,-4524,4573,10787,shake
-5752,-2084,18224,-4239,6188,4106,shake
-6564,-2740,17552,-3463,11054,-2650,shake
-8872,-3408,16052,-1224,10393,-9604,shake
-8364,-1512,12948,3353,6495,-17554,shake
-9440,-1640,13912,7100,8291,-22572,shake
-6328,1488,15056,8373,10317,-23612,shake
-4400,1812,16276,11867,10788,-23602,shake
-2296,1340,17632,14167,6071,-20964,shake
364,2152,16756,15093,-374,-16334,shake
2684,3344,16144,14512,-2902,-10177,shake
3656,3864,16624,12745,-2701,-3202,shake
4988,4612,17876,9842,-3939,3859,shake
3784,4008,19464,5807,-5294,10365,shake
1088,3672,19400,1951,-5296,15122,shake
-800,2876,19536,-2567,-3370,18919,shake
-2732,3040,17660,-6401,-554,21399,shake
-3420,3960,17248,-8859,2533,22953,shake
-3120,3988,17828,-10556,3783,22585,shake
-4976,1344,18576,-12344,4244,18110,shake
-6700,1176,18020,-13122,1100,11282,shake
-6676,1928,16132,-9817,2029,4403,shake
-6704,256,16212,-5752,3690,-1636,shake
-7848,-1748,15688,-1601,-1031,-8901,shake
-7520,-3376,15168,2941,-3159,-15152,shake
-7172,-2576,15752,6718,-790,-19665,shake
-6440,-420,15500,9122,1191,-22178,shake
-5916,1868,15836,10757,7207,-24217,shake
-4660,1800,16988,10120,9881,-24721,shake
-2268,3220,17188,9711,7691,-23227,shake
-1276,2388,17076,9555,1948,-17819,shake
896,3716,16364,8753,-4742,-12286,shake
3108,4560,16336,6939,-5147,-6565,shake
4404,4876,17752,4182,-162,-240,shake
3356,4264,20176,158,1151,6148,shake
1560,4072,20384,-3774,-2231,12066,shake
-224,3956,20164,-7369,-4571,16281,shake
-600,2600,19824,-10634,-4867,19711,shake
-2260,2928,17616,-12390,-3355,22112,shake
-2616,3380,17184,-12899,-3164,22324,shake
-3876,3268,17128,-13430,-6628,21037,shake
-4116,1576,16252,-13030,-9145,18244,shake
-5032,-836,16176,-11547,-7719,14040,shake
-5196,-3136,15776,-9031,-5239,8672,shake
-5412,-3220,15348,-5443,-4114,2092,shake
-5136,-3736,15616,-1780,-3233,-4911,shake
-5156,-3968,15116,1415,46,-10989,shake
-6084,-3116,15484,5057,2355,-17358,shake
-6612,-2512,17480,7316,5038,-23433,shake
-6684,96,19324,5586,8590,-27343,shake
-4304,1492,19804,1897,12082,-28651,shake
-3216,1096,15856,132,10321,-27635,shake
224,-1556,15944,958,8452,-25622,shake
2292,-2016,15628,2709,1632,-21450,shake
4984,568,14872,5486,589,-14880,shake
6488,2060,15608,6647,5311,-6441,shake
6360,2216,18244,5335,9259,2780,shake
5232,1724,20504,2139,8048,11826,shake
976,-408,20772,-934,2540,17860,shake
44,596,19796,-2841,-5790,22394,shake
-728,1828,18520,-2677,-10013,27012,shake
-1456,3516,17900,-726,-7065,29596,shake
-3520,3168,18120,-570,-3517,29146,shake
-5812,556,18808,-1474,-2415,27098,shake
-6936,1204,17768,-2147,1733,22968,shake
-7600,1172,16836,-3894,9349,19150,shake
-8248,-652,15160,-4707,19113,16338,shake
-9236,-2684,15500,-5573,19491,10400,shake
-9676,-2932,14212,-4115,10236,3851,shake
-7640,-2408,12856,-1346,-470,-2685,shake
-7148,-2892,13256,4019,-1722,-8019,shake
-6872,-2400,14960,9563,-1015,-13783,shake
-8316,-480,15740,13608,1960,-18291,shake
-6376,3392,16124,17014,5648,-22046,shake
-6068,3720,17132,17789,4614,-23095,shake
-5284,3304,16260,17659,-936,-23711,shake
-5276,2864,14392,18136,-4194,-22727,shake
-2368,3344,13916,18926,-1974,-19193,shake
-68,4636,16308,18728,1367,-13522,shake
1540,8108,22404,14736,2717,-5856,shake
728,6412,23864,6468,-438,1959,shake
112,6352,20416,669,-3778,8796,shake
-972,6832,17468,-2967,-4634,14106,shake
-1612,6984,17724,-6383,-3138,18139,shake
-2156,7404,19184,-10194,-3175,21217,shake
-3580,6092,18244,-14353,-4791,23425,shake
-4624,4528,16156,-17314,-4726,23473,shake
-4892,3844,14864,-18590,-2737,22462,shake
-4808,3360,14856,-18222,1061,19520,shake
-5672,1964,15900,-17379,5136,15345,shake
-6668,368,15640,-16440,4066,9650,shake
-7000,-860,14784,-12219,2726,2669,shake
-8168,-1632,14756,-7240,678,-4543,shake
-8316,-3060,13360,-2327,-2927,-11448,shake
-8848,-4432,13204,3314,-2960,-17168,shake
-8412,-3984,13480,8843,-1750,-21753,shake
-7732,-1724,14512,12486,-294,-24999,shake
-6128,1116,15368,13898,1064,-25549,shake
-4804,2648,15812,13322,2801,-24146,shake
-1904,2708,16384,12737,4610,-20542,shake
944,3976,16736,12835,4665,-14731,shake
2936,4740,17236,12988,3853,-8587,shake
4348,5696,18104,12022,1525,-1997,shake
4720,5968,19048,9040,747,5403,shake
2840,5440,19960,4646,2294,12532,shake
428,6088,20864,-252,3345,17766,shake
-808,6452,20796,-5490,2113,22001,shake
-2004,6180,18984,-8820,320,24880,shake
-2840,6092,16988,-10609,445,25312,shake
-4316,6980,16548,-11487,353,24609,shake
-5564,4624,16496,-13181,-954,22568,shake
-6448,1952,16876,-13402,-2632,18288,shake
-7868,-436,16120,-11581,-2490,12804,shake
-7920,-1000,15488,-10005,-60,5724,shake
-8200,-2616,15780,-9040,2215,-3307,shake
-8776,-3240,17544,-7583,444,-12108,shake
-8392,-3084,17256,-5833,-31,-19120,shake
-8072,-1948,16764,-3422,2234,-24602,shake
-6904,-60,16104,-1404,3227,-27961,shake
-5024,16,14756,105,3463,-28986,shake
-3112,-840,14956,3035,3108,-28387,shake
-936,-1164,14756,5843,856,-24387,shake
2784,-260,13144,8303,2148,-17394,shake
4740,248,14492,10743,7044,-9409,shake
4992,1692,17024,11240,7037,-1235,shake
5536,2184,17844,10250,4108,7103,shake
2512,2456,18740,8858,3420,13978,shake
-32,2004,19208,5863,5645,20364,shake
-2984,3088,18612,1476,4650,25721,shake
-5324,4424,18368,-1457,2725,28209,shake
-6044,5384,18504,-3186,1441,27192,shake
-5612,3940,20720,-6811,1818,23082,shake
-5420,3944,21208,-10172,502,16910,shake
-6452,3580,20036,-11500,165,10853,shake
-8564,864,18516,-12512,-2655,4764,shake
-8088,-1328,16336,-11866,-4183,-3195,shake
-7304,-2504,14928,-9514,-4659,-10955,shake
-7804,-2604,14488,-6678,-5222,-18004,shake
-7600,-2888,14124,-4148,-4417,-23573,shake
-7304,-2112,15404,-1344,-1688,-27053,shake
-4812,-276,15024,553,-104,-26980,shake
-2688,-12,13844,2304,5562,-24603,shake
-496,-216,12104,5272,12869,-20220,shake
1728,108,13088,9686,17377,-14584,shake
3020,788,16712,13357,11787,-8785,shake
3908,1808,19044,13853,5879,-2437,shake
4412,3712,20312,11152,2309,5718,shake
2860,3024,20600,7883,261,12837,shake
856,3128,20696,4808,1017,17330,shake
-1188,5136,19652,1332,601,21038,shake
-2572,5716,18180,-1281,-520,22697,shake
-4844,4572,17840,-2261,478,22121,shake
-7972,4340,17684,-3850,3875,20352,shake
-9408,4300,17088,-7995,4590,18646,shake
-11032,2780,15804,-12115,1990,16170,shake
-10404,-240,15352,-12949,-3243,10162,shake
-9060,-2696,15404,-11561,-5954,1491,shake
-8856,-4632,15664,-9067,-5307,-7476,shake
-8776,-5508,15872,-5399,-4612,-15984,shake
-8128,-2172,15900,-2092,-2086,-22593,shake
-6280,-484,15812,477,-154,-26003,shake
-5624,-1104,16176,2864,393,-27408,shake
-4328,-684,15464,5282,863,-26257,shake
-1956,-196,14684,7847,3840,-23381,shake
464,984,14592,10080,6465,-18569,shake
2988,2828,14900,11040,7260,-12059,shake
4344,2840,16456,10810,7317,-4700,shake
4680,1908,19008,9608,5528,3290,shake
3756,2172,20268,7405,3010,10897,shake
1172,2020,20700,4757,1300,16469,shake
-516,3192,19184,2265,-408,20811,shake
-2584,3280,16716,962,-920,23823,shake
-4332,3708,15104,772,391,22721,shake
-7028,3032,17252,-988,3056,18122,shake
-11304,3076,18756,-4990,5007,14388,shake
-11568,3024,18072,-9571,1297,11145,shake
-9856,1616,18584,-12190,-1321,4563,shake
-8060,840,18752,-13186,-2706,-3813,shake
-7480,-428,17176,-12476,-4515,-11942,shake
-7684,-324,15596,-8559,-5220,-18156,shake
-7892,424,15632,-4361,-6689,-23376,shake
-5600,1288,15632,-2312,-8166,-26068,shake
-3724,804,14396,-1120,-7138,-26612,shake
-1304,444,13480,603,-4226,-25327,shake
1200,-152,13364,3025,1646,-21601,shake
3432,28,14632,5509,5408,-15839,shake
5728,952,17016,7610,2378,-9219,shake
7004,1288,17000,8531,-349,-1115,shake
6424,792,18064,8749,-1226,7370,shake
3712,-156,19312,8492,-285,13851,shake
1276,1084,21420,6483,438,18995,shake
-916,2036,22144,2220,2583,24037,shake
-3044,1772,21924,-2918,5918,26632,shake
-3912,2168,20048,-7952,8117,26428,shake
-5476,2356,18696,-11561,8525,23289,shake
-6892,1124,17696,-13829,6849,17939,shake
-6832,260,16376,-14744,4757,11702,shake
-6160,-380,14712,-13559,3292,4589,shake
-6888,-2768,13412,-9737,1093,-3618,shake
-7316,-5144,12432,-3558,734,-10554,shake
-7324,-3760,12304,3390,1708,-15987,shake
-6596,-1748,14328,8819,251,-19800,shake
-6572,-712,15060,11981,-4477,-22470,shake
-5824,32,14952,13021,-6000,-23719,shake
-3596,108,14912,13730,-1468,-22787,shake
-712,1340,16432,14337,2105,-20650,shake
1460,2560,17492,14127,82,-17248,shake
2964,3316,16680,13208,-2677,-11807,shake
4708,2932,16792,11581,-2470,-4555,shake
6036,3284,18604,9394,867,4001,shake
4308,2208,19476,6603,3263,11661,shake
2332,2684,19232,4687,4485,17001,shake
276,4136,19540,1770,5749,21746,shake
-2508,5392,18820,-1751,5831,25512,shake
-4000,4760,18356,-4976,5326,27181,shake
-5148,3280,17708,-6933,5827,25352,shake
-6036,2736,17420,-6882,6788,21058,shake
-6408,2828,17972,-6707,6917,15273,shake
-8216,3340,16500,-8063,6432,9785,shake
-8248,1604,16580,-8696,4883,2499,shake
-7516,532,16748,-7722,2451,-6390,shake
-8028,-276,16888,-5472,108,-13769,shake
-8176,208,16548,-2432,-659,-19515,shake
-7508,640,16780,-161,-1157,-22885,shake
-6124,1496,16568,1253,-2348,-23964,shake
-2960,1992,16164,1174,-2144,-23243,shake
-356,1568,14468,1259,513,-20050,shake
1440,852,15484,2027,1453,-15489,shake
3236,-176,16604,3980,-3069,-10386,shake
4808,-312,17004,5859,-5607,-3813,shake
5708,-184,17024,6284,-5499,3855,shake
3964,-540,17232,5872,-2207,10852,shake
1624,228,17552,5026,432,16565,shake
-632,1096,17408,3285,2492,21047,shake
-3544,2888,17108,1648,3624,23707,shake
-5148,3720,17664,-614,5950,24379,shake
-5780,3276,19040,-3116,5734,22122,shake
-7400,2484,20696,-5814,4525,17273,shake
-9000,2580,18988,-8713,3565,12386,shake
-9196,1996,17476,-10225,4248,6857,shake
-8068,388,16332,-10283,3176,-308,shake
-7796,-700,15416,-8034,853,-7894,shake
-8216,-1380,15228,-4817,-975,-14324,shake
-7440,-1376,15748,-1616,-2174,-19800,shake
-6436,-184,16488,686,-2157,-23234,shake
-5780,364,16280,1755,-1957,-23756,shake
-3620,132,15348,3022,955,-22402,shake
-456,200,14736,4599,5736,-19049,shake
1868,172,15496,6220,8174,-14763,shake
3656,1092,17380,6934,3521,-9591,shake
4284,324,18556,6362,-4129,-3928,shake
5220,-716,17476,6748,-6624,2922,shake
3024,-1600,16856,7877,-4505,9978,shake
656,-560,17964,7945,-889,16222,shake
-784,648,18936,5705,2023,20733,shake
-1868,1908,19212,2667,2953,23346,shake
-4308,4136,19196,-789,1370,25331,shake
-4636,3724,18336,-3780,356,26433,shake
-4776,1852,16180,-4464,2744,23391,shake
-5744,1780,16940,-4714,7801,17419,shake
-7204,3108,17356,-5533,10572,10735,shake
-9112,2708,18044,-7253,8089,3203,shake
-8444,1216,17264,-8473,2041,-4569,shake
-8176,-120,15224,-6230,-1130,-11875,shake
-8360,-760,14152,-803,-1176,-16114,shake
-7604,12,14440,4303,95,-19540,shake
-7352,1000,15404,7272,1609,-21555,shake
-6212,2104,15092,8243,809,-21893,shake
-4708,2520,14164,8231,1151,-20192,shake
-2268,508,16168,8975,2099,-17175,shake
1028,356,17872,10450,79,-14151,shake
1848,1396,18224,10582,-5645,-10088,shake
2536,1564,17980,8543,-9884,-3885,shake
3568,1240,17040,6881,-8700,3105,shake
2880,644,17420,5569,-5574,9308,shake
1140,2316,18820,2804,-4702,13476,shake
-12,2736,18844,-1207,-6835,16525,shake
-1196,3296,17412,-4598,-7123,19317,shake
-1176,3524,16516,-7060,-4120,21784,shake
-2884,3692,16244,-8495,-565,24450,shake
-4060,1832,16112,-8862,3174,25877,shake
-3276,1268,16608,-7628,8463,23352,shake
-3756,1776,16880,-7819,12055,17522,shake
-5212,2224,17860,-10023,7863,9989,shake
-5780,880,18152,-9175,5193,973,shake
-7140,-900,18808,-6374,3308,-7518,shake
-7812,-2084,18292,-2799,-1978,-14514,shake
-7276,-2740,17024,2436,-4518,-19639,shake
-7384,-1320,17192,5786,-2762,-23531,shake
-6344,584,16508,7188,-854,-25422,shake
-4488,2508,16056,6981,1942,-25305,shake
-2168,2228,16008,6404,4757,-23168,shake
-308,2180,16092,6239,3223,-18819,shake
3240,300,16164,7239,726,-14319,shake
4424,452,16108,8573,-1090,-8441,shake
5064,428,16996,8057,-506,-1294,shake
5452,164,18128,6043,-294,5259,shake
3512,-356,18140,3799,846,10838,shake
432,1172,18864,1375,1687,15212,shake
-1272,2744,20012,-2614,1002,18672,shake
-1220,3060,19072,-6358,158,20922,shake
-2004,2840,17580,-7978,40,21011,shake
-2544,3108,16700,-9020,2066,19538,shake
-4532,2564,16208,-9870,5643,17699,shake
-6648,1324,16340,-10732,7933,15344,shake
-6384,-1436,16468,-9825,7832,9985,shake
-7336,-1972,16240,-6977,7927,3074,shake
-8192,-1940,16072,-3319,5976,-3406,shake
-8704,-1488,15728,805,3080,-8769,shake
-8300,-1496,15968,4900,441,-13608,shake
-8484,-384,17012,7127,-1723,-18593,shake
-8884,1196,18212,6023,-1755,-21123,shake
-6104,836,19928,3146,379,-20721,shake
-4612,72,17864,1236,-74,-19046,shake
-1604,-1000,15172,1431,17,-15946,shake
1928,-2272,15812,2607,387,-12293,shake
3404,-2020,16696,3636,-3151,-8851,shake
4264,-832,16868,3374,-7965,-4497,shake
5020,-416,16956,1775,-7983,1930,shake
3552,-888,16728,866,-6504,8482,shake
1172,-496,17976,167,-5976,13711,shake
236,-84,18556,-499,-6145,17904,shake
784,716,18520,-1211,-3854,20317,shake
-484,2180,17548,-1008,-1382,21179,shake
-3284,2940,16716,-807,339,21589,shake
-4444,2988,15772,-1832,3273,21817,shake
-5208,1112,15956,-3269,7260,19951,shake
-6368,-1304,16624,-3401,7782,14704,shake
-7440,-1924,17332,-2154,4752,7211,shake
-7584,-1972,17576,-662,1289,-706,shake
-7468,-2380,16944,1890,-2466,-8429,shake
-6944,-2584,15996,5440,-5395,-15052,shake
-6812,-996,15784,8910,-6005,-20102,shake
-5836,724,17444,9703,-3972,-22147,shake
-3724,1028,17276,8507,796,-21274,shake
-2852,1844,17472,8409,2682,-18629,shake
-172,736,15188,9103,2212,-14886,shake
2984,608,15336,10936,4292,-10284,shake
4052,1880,17368,11960,1799,-4721,shake
5084,2296,19292,10407,-3759,117,shake
4852,3580,20200,6590,-5714,5339,shake
2308,2980,20732,2121,-4926,10461,shake
216,3224,21464,-3368,-2166,14822,shake
-804,3076,20712,-8851,1267,18343,shake
-1752,3152,19580,-13343,3293,19706,shake
-2536,3172,18328,-15498,2453,19329,shake
-4488,3712,17344,-14940,142,19648,shake
-4448,3008,15784,-14473,655,20381,shake
-3688,720,15448,-13286,5369,17477,shake
-3608,-1180,15576,-10938,8715,10910,shake
-5616,-1876,16136,-7497,5963,2290,shake
-6492,-2580,14992,-3339,-1294,-5595,shake
-6404,-3636,13016,2072,-6139,-12689,shake
-5976,-2404,11476,8372,-6697,-18891,shake
-5356,-284,12140,12783,-2564,-22110,shake
-4652,652,13992,15085,3499,-23402,shake
-4500,1764,15416,16173,6062,-23638,shake
-4076,2516,16688,16958,3793,-21809,shake
-1904,2784,16628,17415,479,-19139,shake
1180,3084,17648,17186,-1603,-15181,shake
4208,3244,19216,16207,-4956,-11027,shake
